"id","default"
83086,0.384711684946463
322623,1.63901045677204e-09
295605,0.0908149550126947
368396,0.134155433124466
49445,0.10677812876671
23942,1.79918775323209e-09
46241,0.113565614270434
360888,3.34905509883395e-09
124782,0.120679450188021
155146,0.15216312932718
32233,4.82953714336832e-09
11102,0.034124424764592
168924,0.201332104655943
233435,0.139823695534267
23158,0.360224824956621
184762,0.999999995760949
310462,0.287786892333048
187267,0.999999998331699
100000,0.166703423235467
221392,0.234418765220286
277067,0.999999997604895
200065,0.183846587544176
135237,0.245031952250235
116511,2.02990766392155e-09
321082,3.14403388309088e-09
197280,0.999999997812038
270993,0.213188375212564
332062,0.0609657801560115
48694,2.47884658812584e-09
210971,2.6456009151808e-09
184802,1.06197281749027e-08
78693,3.02028234531747e-09
198430,0.433426287216231
369003,3.0524644613155e-09
212263,0.20497294021466
81246,0.196276353497797
270473,0.277013352920207
270117,0.330598410566045
350633,0.999999998285729
144242,0.285182763917626
180403,0.99999999783969
206206,0.271753483847714
25999,0.0326619068731505
51920,0.13727181948159
34381,1.93833197164725e-09
79227,8.05410315239568e-10
90920,0.202850833311976
167413,0.217421511223139
347787,0.17114516160654
297826,0.394795585697573
173583,0.181104030760374
79843,2.07651009685869e-09
261052,2.13825511850972e-09
266824,1.96185777003129e-09
144252,1.27374074274432e-08
335493,0.318168995052864
365451,5.11297033067665e-09
204785,9.90275889998194e-10
314224,0.999999996419887
357498,0.148465220313775
87067,1.40653350546323e-09
162044,0.999999998078198
10936,0.999999995440482
199313,0.327278798174419
112839,0.251370625453007
295888,0.121435079093145
87438,0.248057709617047
225261,0.297407788040168
204490,0.292219380940213
78924,1.57797832875053e-09
395831,0.139017366614119
80426,0.313463519319844
291171,1.5107299278515e-09
258444,0.156855281596477
140876,0.283453173067086
222571,8.36576008623214e-10
5820,2.02623937678877e-09
251139,0.24774698605069
49616,0.256621236938388
273404,0.999999995212296
275213,0.102715116993233
13908,0.437944311125194
323460,0.348431392327078
272962,2.52391278726626e-09
244342,0.999999996506273
199027,4.09083932874555e-09
295317,0.055740457643104
241178,0.126985655051176
192906,0.600393280564572
4786,2.05490157867012e-09
107339,0.999999998063202
24854,6.93922476101345e-09
271877,2.15028603653405e-09
101427,4.58089474008417e-09
389275,0.349619499532267
11580,0.126717002039236
176359,0.999999996593307
131994,0.273792305223495
333532,2.16992665719869e-09
301757,1.54472147049461e-09
348196,9.10748379545879e-09
60797,1.75691831594853e-09
308127,0.0843774727592047
219757,5.3388961782317e-09
166724,4.06509482836378e-09
332661,3.38641704468752e-09
310805,0.156153060878177
160299,0.115806873622042
311805,3.30129199523369e-09
346633,0.282051668430132
232215,0.104130766861222
100853,2.37305959184587e-09
376425,0.337133963099475
271891,2.55136558008069e-09
338185,8.28504952396916e-09
58094,0.488771948099963
277657,2.63894408950543e-09
156049,0.999999997438703
268573,0.197471300097012
215614,0.320898602073913
318421,0.129239505588
66268,9.22372284115535e-10
36058,0.683762062065359
204900,0.072038452465427
113195,0.075912746284702
100748,1.96651349517378e-09
288958,0.107957454180174
65812,0.0709875101172917
309391,4.22003854083634e-09
258035,0.341624250338311
270255,2.50415840248817e-09
43859,2.88440125911912e-09
320899,1.32365002021912e-09
34396,0.999999995256581
81120,0.20462380450076
109015,2.81701284542628e-09
243587,4.08194002720176e-09
202384,0.366480839287307
134890,0.305660603774063
218773,3.14313479404962e-09
120539,0.123661820542277
336867,0.485784574718854
345279,0.053873101699263
11770,2.91586650568406e-09
315069,0.118221725505459
375162,1.14182353046252e-09
296175,0.0874304233916396
289847,0.398576927996865
257948,1.56582403766194e-09
391212,0.132859658368731
184528,2.79366272963194e-09
329048,1.75743212350842e-09
191568,0.999999997413079
390144,0.213887397917826
118012,0.332072673130528
14925,0.99999999812567
7194,0.251587184935929
88350,0.113272126815002
361017,1.09165186372622e-09
13736,0.251400235467533
338684,2.58978900141649e-09
114321,0.230489816457032
9484,8.55969421387794e-09
157232,1.98590219606089e-09
64277,2.41746573567001e-09
197879,1.97181890271419e-09
269663,4.66619670322605e-09
38800,0.999999996485548
298907,0.221508995088894
143207,0.240210901765746
305556,0.130897712601834
334978,0.285027202094759
115510,1.38155297767266e-09
229743,0.196724250264067
179423,0.298384393970403
17328,0.150957832640942
260823,8.16668414780511e-09
349155,0.509212607749789
139521,0.197806616135652
281916,0.179462309023459
25856,2.84093694278266e-09
222236,0.999999993755667
373584,0.268007907582508
176645,0.0506362052318882
275371,0.182641493612677
389004,1.71634093455968e-09
287204,0.141980442953385
46392,0.340387573531936
377030,0.333059158979802
33566,0.211332933783201
83341,0.404344313198872
77131,0.999999995712747
322024,0.313846883434601
249767,3.74899171985718e-09
227575,0.279853608497399
172022,0.111627660808887
380140,0.560932958143269
286273,2.10404634237906e-09
185537,0.999999992030152
305700,0.389077213894869
367183,2.85237041253225e-09
52735,2.22044604925031e-16
98042,0.187280461099684
66450,0.999999995511715
92495,0.184192632723621
142117,0.172501599012733
316694,3.42379749681535e-09
307691,0.320160699261876
300358,0.372690169381751
377122,4.56381144695576e-09
314154,0.194552319446605
155625,0.185209600361783
232355,0.999999992724383
249820,0.26172474064931
76696,0.0742042833990047
201988,0.278667731841677
26577,0.133715091000215
248223,0.311958273705346
94590,0.212225080341587
325159,0.15868962594866
307551,0.310411440507056
200946,0.396663915914695
194106,1.1317846377502e-09
125612,2.4834823072665e-09
195315,0.408149662118593
172365,0.0722469233044591
367698,0.342177091054387
14912,6.92871974298208e-09
197268,1.47039802431483e-08
308845,1.5838308127486e-09
360691,0.433344665271512
119357,0.153405190685003
33174,4.77587873610905e-10
