"id","default"
83086,0.820407592648702
322623,0.0462248132704017
295605,0.261594903381451
368396,0.31784403311237
49445,0.40384359171256
23942,0.0550308536373629
46241,0.386533647441963
360888,0.0770485856091298
124782,0.52606467084768
155146,0.269396327046039
32233,0.0822374229624575
11102,0.114584704187822
168924,0.404685465297958
233435,0.41227477972906
23158,0.704549395352026
184762,0.945133498720967
310462,0.616754394685834
187267,0.929775847718153
100000,0.323121127328652
221392,0.630084287007183
277067,0.950274790114047
200065,0.184485081765045
135237,0.609961199131356
116511,0.0567147879428142
321082,0.104604326373337
197280,0.9217668652852
270993,0.472754745206736
332062,0.124530676892613
48694,0.0462964957447336
210971,0.0795552641384083
184802,0.285288230148466
78693,0.10239299491634
198430,0.671159559815451
369003,0.0927725522782903
212263,0.566021230270936
81246,0.561694974717369
270473,0.707640285227317
270117,0.517332077618129
350633,0.957282647396015
144242,0.608695826809485
180403,0.920443267443689
206206,0.653042726461785
25999,0.103903954657677
51920,0.309028138579411
34381,0.0703147534362635
79227,0.0210552207255373
90920,0.458131613791071
167413,0.491879707272259
347787,0.469921357336027
297826,0.586621563371769
173583,0.403592152351524
79843,0.057080946754251
261052,0.0770907654690402
266824,0.0611685615345555
144252,0.295394629287169
335493,0.713491798168611
365451,0.100891427418639
204785,0.0175796961343543
314224,0.930035441261785
357498,0.32269741043147
87067,0.0528614339344729
162044,0.857736070770295
10936,0.918174534130772
199313,0.571881385073541
112839,0.454136267529797
295888,0.333889847815539
87438,0.588869268837786
225261,0.511509181790081
204490,0.526673051179705
78924,0.0450419624940179
395831,0.306051958407782
80426,0.601383760458632
291171,0.0417319129072269
258444,0.266666069409149
140876,0.583190504609073
222571,0.045124697834026
5820,0.0779385066688352
251139,0.637126986103182
49616,0.574128523024451
273404,0.906868091844226
275213,0.305884375305914
13908,0.761347921021768
323460,0.621293990906816
272962,0.0865771365689551
244342,0.909229830359841
199027,0.0205182711314536
295317,0.159740731290795
241178,0.373929317967128
192906,0.705427645154986
4786,0.0492702917472214
107339,0.960957126164798
24854,0.177330909094229
271877,0.0373375689667648
101427,0.072387270092424
389275,0.558624404864712
11580,0.597738965421505
176359,0.915575779550269
131994,0.333715093629011
333532,0.0594012707357685
301757,0.0221061296079953
348196,0.228848437193159
60797,0.0396148551036942
308127,0.231369881472957
219757,0.179926238833391
166724,0.119413659140543
332661,0.10234875117197
310805,0.348658606584756
